Obsidian Sourcing Document,Document Name,Endnote Reference,Rank,XRF?,Full Citation,,,,,,,,,,,,,,,,,,,,,,,
,Stern et al. 2012,"""{Stern, 2012 #11290}""",,,Stern* Charles R. 2017. Obsidian Sources and Distribution in Patagonia* Southernmost South America. Quaternary International xxx:1-16.,,,,,,,,,,,,,,,,,,,,,,,
,Stern 2017,"""{Stern, 2017 #11288}""",10,x,Stern* Charles R.* and Rolf Kilian. 1996. Role of the Subducted Slab* Mantle Wedge and Continental Crust in the Generation of Adakites from the Andean Austral Volcanic Zone. Contributions to Mineral Petrology 123:263-281.,,,,,,,,,,,,,,,,,,,,,,,
,Stewart et al. 1994,"""{Stewart, 1994 #11291}""",,,Stewart* John H.* Edwin H. Mckee* and David A. John. 1994. Map Showing Compilation of Isotopic Ages in Cenozoic Rocks in the Reno 1 x 2 Quadrangle* Nevada and California. Miscellaneous Field Studies Map MF-2145-D ed. United States Geological Survey.,,,,,,,,,,,,,,,,,,,,,,,
,Stross et al. 1983,"""{Stross, 1981 #11292}""",10,x,Stross* Fred H.* Payson Sheets* Frank Asaro* and Helen V. Michel. 1983. Precise Characterization of Guatemalan Obsidian Source* and Source Determination of Artifacts from Quirigua. American  Antiquity 48(2):323-346.,,,,,,,,,,,,,,,,,,,,,,,
,Summerhayes 2009,"""{Summerhayes, 2009 #11293}""",,,Summerhayes* Glenn R. 2009. Obsidian Network Patterns in Melanesia - Sources* Characterization and Distribution. Indo-Pacific Prehistory Association Bulletin 29:109-123.,,,,,,,,,,,,,,,,,,,,,,,
,Summerhayes et al. 2014,"""{Summerhayes, 2014 #11294}""",,,Summerhayes* Glenn R.* Jean Kennedy* Elizabeth Matisoo-Smith* Herman Mandui* Wal Ambrose* Charolette Allen* Christian Reepmeyer* Robin Torrence* and Francois Wadra. 2014. Lepong: A New Obsidian Source in the Admiralty Islands* Papua New Guinea. Geoarchaeology: An International Journal 0:1-11.,,,,,,,,,,,,,,,,,,,,,,,
,Surour et al. 2016,"""{Surour, 2016 #11295}""",,,Surour* Adel A.* Said A. El-Nisr* and Rami A. Bakhsh. 2016. Origin of Hydrous Alkali Feldspar-Silica Intergrowth in Spherulites from Inter-Plate A2-type Rhyolites at the Jabal Shama* Saudia Arabia. Journal of African Earth Sciences 115:92-107.,,,,,,,,,,,,,,,,,,,,,,,
,Tenorio et al. 2015,"""{Tenorio, 2015 #11296}""",,,Tenorio* D.* M. Jiménez-Reyes* J. R. Esparza-López* T. F. Calligaro* and L. A. Frave-Tirado. 2015. The Obsidian of Southern Sinaloa: New Evidence of Aztatlan Networks Through PIXE. Journal of Archaeological Science 4:106-110.,,,,,,,,,,,,,,,,,,,,,,,
,Terradas et al. 2014,"""{Terradas, 2014 #11297}""",10,x,Terradas* Xavier* Bernard Gratuze* Josep Bosch* Roser Enrich* Xavier Esteve* F. Xavier Oms* and Genís Ribé. 2014. Neolithic Diffusion of Obsidian in the Western Mediterranean: New Data from Iberia. Journal of Archaeological Science 41:69-78.,,,,,,,,,,,,,,,,,,,,,,,
,Thatcher 2000,"""{Thatcher, 2000 #11298}""",10,x,Thatcher* Jennifer H. 2000. The Distribution of Geologic and Artifact Obsidian from the Silver Lake/Sycan Marsh Geochemical Source Group* South-Central Oregon* Oregon State University.,,,,,,,,,,,,,,,,,,,,,,,
,Thrope et al. 1984,"""{Thrope, 1984 #11300}""",,,Thrope* Olwen Williams* S. E. Warren* and J. G. Nandris. 1984. The Distribution and Provenance of Archaeological Obsidian in Central and Eastern Europe. Journal of Archaeological Science 11:183-212.,,,,,,,,,,,,,,,,,,,,,,,
,Topra and Göncüoḡlu 1993,"""{Topra, 1993 #11301}""",,,Topra* Vedat* and M. C. Göncüoglu. 1993. Tectonic Control of the Development of the Neogene-Quaternary Central Anatolian Volcanic Province* Turkey. Geological Journal 28:357-369.,,,,,,,,,,,,,,,,,,,,,,,
,Torrence et al. 2013,"""{Torrence, 2013 #11302}""",1,x,Torrence* Robin* Sarah Kelloway* and Peter White. 2013. Stemmed Tools* Social Interaction* and Voyaging in Early-Mid Holocene Papua New Guinea. Journal of Island and Coastal Archaeology 8:278-310.,,,,,,,,,,,,,,,,,,,,,,,
,Personal Communication Atusushi Uemine,"""{Uemine, 2016 #11198}""",1,x,Uemine* Atusushi. 2016. Personal Communication.,,,,,,,,,,,,,,,,,,,,,,,
,Umhoefer et al. 2001,"""{Umhoefer, 2001 #11303}""",,,Umhoefer* Paul J.* Rebecca J. Doresy* Shawn Willsey* Larry Mayer* and Paul Renne. 2001. Stratigraphy and Geochronology of the Comondu Group Near Lorento* Baja California Sur* Mexico. Sedimentary Geology 144:125-147.,,,,,,,,,,,,,,,,,,,,,,,
,Vanwert 2000,"""{Vanwert, 2000 #11305}""",10,x,Vanwert* Kristin Ann. 2000. Variability in Flake Technology at Tree Frog* a Protohistoric Site in the Centennial Valley* Montana* University of Montana.,,,,,,,,,,,,,,,,,,,,,,,
,Vincent 1949,"""{Vincent,1949 #11323}""",,,Vincent* E. A. 1949. The Chemical Composition and Physical Properties of the Resdiual Glass of the Kap Daussy Tholeiite Dike* East Greenland. Mineralogical Magazine 29:208-246. ,,,,,,,,,,,,,,,,,,,,,,,
,Vogt et al. 1982,"""{Vogt, 1982 #11306}""",1,x,Vogt* J. R.* C. C. Graham* M. D. Glascock* and R. H. Cobean. 1982. A Study of Mesoamerican Obsidian Sources Using Activation Analysis. Journal of Radioanalytical Chemistry 69(1-2):271-289.,,,,,,,,,,,,,,,,,,,,,,,
,Volynets 1991,"""{Volynets, 1991 #11307}""",,,Volynets* Oleg N. 1991. Geohemical Types* Petrology* and Genesis of Late Cenozoic Volcanic Rocks from the Kurile-Kamchatka Island-Arc System. International Geology Rericu 36:373-405.,,,,,,,,,,,,,,,,,,,,,,,
,Watanabe and Suzuki 2009,"""{Watambe, 2009 #11308}""",,,Watambe* K.* and M. Suzuki. 2009. Analytical Data of Geologic Obsidians from Japan by INAA Using Middle- and Long-Lived Nuclides. Journal of Radioanalytical and Nuclear Chemistry 279(2):459-473.,,,,,,,,,,,,,,,,,,,,,,,
,Watts et al. 1999,"""{Watts, 1999 #11309}""",,,Watts* R. B.* S. L. De Silva* G. Jimenez De Rios* and I. Croudace. 1999. Effusive Eruption of Viscous Silicic Magma Triggred and Driven by Recharge: A Case Study of the Cerro Chascon-Runtu Jarita Dome Complex in Southwest Bolivia. Bulletin of Volcanology 60:241-264.,,,,,,,,,,,,,,,,,,,,,,,
,Weaver and Stross 1965,"""{Weaver, 1965 #11310}""",10,x,Weaver* J. R.* and F. H. Stross. 1965. Analysis by X-Ray Fluorescence of Some American Obsidians. Copies available from Archaeological Research Facility* University of California.,,,,,,,,,,,,,,,,,,,,,,,
,Wegert 2013,"""{Wegert, 2013 #11311}""",,,Wegert* Daniel* Don Parker* and Minghua Ren. 2013. The Nathrop Domes* Colorado: Geochemistry and Petrogenesis of Topaz Rhyolite. Rocky Mountain Geology 48(1):1-14.,,,,,,,,,,,,,,,,,,,,,,,
,Wendell 1970,"""{Wendell, 1970 #11312}""",,,Wendell* William Glen. 1970. The Structure and Stratigraphy of the Virgin Valley-McGee Mountain Area* Humboldt County* Nevada* Oregon State University.,,,,,,,,,,,,,,,,,,,,,,,
HARD COPY,Whalen 1994,"""{Whalen, 1994 #5952}""",,,Whalen* Michael E. 1994. Turquoise Ridge and Late Prehistoric Residential Mobility in the Desert* Mogollon Region. University of Utah Anthropological Papers 118. University of Utah Press* Salt Lake City.,,,,,,,,,,,,,,,,,,,,,,,
,Wheeler and Clark 1977,"""{Wheeler, 1977 #11313}""",,,Wheeler* M. E.* and D. W. Clark. 1977. Elemental Characterization of Obsidian from the Koyukuk River* Alaska* by Atomic Absorption Spectrophotometry. Archaeometry 19(1):15-31.,,,,,,,,,,,,,,,,,,,,,,,
,Whitson 1988,"""{Whitson, 1988 #11314}""",,,Whitson* David Neale. 1988. Geochemical Stratigraphy  of the Dooley Rhyolite Breccia and Tertiary Basalts in the Dooley Mountain Quadrangle* Oregon* Portland State University.,,,,,,,,,,,,,,,,,,,,,,,
,Wildner et al. 2002,"""{Wilder, 2002 #11315}""",,,Wilder* W.* E. F. Lima* L. V. S. Nardi* and C. A. Sommer. 2002. Volcanic Cycles and Setting in the Neoproterozoic III to Ordovician Camaqua Basin Sucession in Southern Brazil: Characteristics of Post-Collisional Magmatism. Journal of Volcanology and Geothermal Research 118:261-283.,,,,,,,,,,,,,,,,,,,,,,,
,Williams-Thrope 1995,"""{Williams-Thrope, 1995 #11317}""",,,Williams-Thrope* W. 1995. Obsidian in the Mediterranean and the Near East: A Provenancing Success Story. Archaeometry 37(2):217-248.,,,,,,,,,,,,,,,,,,,,,,,
,Williams and Nandris 1977,"""{Williams, 1997 #11316}""",,,Williams* Olwen* and John Nandris. 1997. The Hungarian and Slovak Sources of Archaeological Obsidian: an Interim Report on Further Fieldwork* with a Note on Tektites. Journal of Archaeological Science 4:207-219.,,,,,,,,,,,,,,,,,,,,,,,
,Wilson et al. 1995,"""{Wilson, 1995 #11318}""",,,Wilson* C. J. N.* B. F. Houghton* M. O. Mcwilliams* M. A. Lanphere* S. D. Weaver* and R. M. Briggs. 1995. Volcanic and Structural Evolution of Taupo Volcanic Zone* New Zealand: a Review. Journal of Volcanology and Geothermal Research 68:1-28.,,,,,,,,,,,,,,,,,,,,,,,
,WoldeGabriel et al. 1990,"""{WoldeGabriel, 1990 #11319}""",,,Woldegabriel* Giday* James L. Aronson* and Robert C. Walter. 1990. Geology* Geochronology* and RIft Basin Development in the Central Sector of the Main Ethiopia Rift. Geology Society of America Bulletin 102:439-458.,,,,,,,,,,,,,,,,,,,,,,,
,Yi and Jwa 2016,"""{Yi, 2016 #11320}""",,,Yi* Seonbok* and Yong-Joo Jwa. 2016. On the Provenance of Prehistoric Obsidian Artifacts in South Korea. Quaternary International 392:37-43.,,,,,,,,,,,,,,,,,,,,,,,
,Zielinski 1997,"""{Zielinski, 1977 #11321}""",10,x,Zielinski* Robert A.* Peter W. Lipman* and Jr. Hugh T. Millard. 1977. Minor-Element Abundances in Obsidian* Perlite* and Felsite of Calc-Alkalic Rhyolites. American Mineralogist 62:426-437.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
